,RETAILER_ID,TXN_COUNT,ITEM_COUNT,DOLLAR_SALES,category_hh_idx,log_txn_count,log_itemcount,log_dollar_sales,log_cat_hh,norm_log_txn_count,norm_log_itemcount,norm_log_dollar_sales,norm_log_cat_hh,labels_from_model,tsne_1,tsne_2,tsne_3
95,325,79409,305965,3768237.63,0.350597755,11.28236699,12.631226,15.14211798,-1.04811571,-1.667572642,-1.485356247,-1.273475091,-0.210854828,1,-6.69854641,1.810556531,-0.453660131
96,1962,391591,1990540,35600000,0.501293236,12.87797321,14.50391652,17.3878562,-0.690564047,0.647321721,0.687049715,1.418668579,1.276132581,0,1.293113351,3.575689077,-1.871997476
97,71,310969,2620721,18600000,0.315594916,12.64744851,14.77896003,16.73867214,-1.153295798,0.312878096,1.006112667,0.640440406,-0.648278235,0,3.472649813,-2.788998127,0.502345026
98,3414,237583,967528,10000000,0.325519511,12.37827232,13.78249964,16.11809565,-1.122332879,-0.077640845,-0.149826585,-0.103493616,-0.519509511,2,-1.294246554,-0.780033946,0.442969024
99,561,208753,738984,6602449.64,0.286239502,12.24890701,13.51303155,15.7029513,-1.250926398,-0.265323122,-0.4624218,-0.601159924,-1.054304798,2,-3.213609934,-1.759075999,0.618629098
100,138,268661,2157052,12800000,0.286018585,12.50120564,14.58425303,16.36495573,-1.251698487,0.100709966,0.780243718,0.192437046,-1.057515765,2,1.650758386,-3.081560612,1.251350403
101,57,355252,2246959,17000000,0.285806595,12.78058268,14.6250883,16.6487239,-1.252439939,0.506028218,0.827614486,0.532612354,-1.060599319,0,3.130160332,-2.82234931,1.464049578
102,2096,144119,409075,7279079.93,0.521946633,11.87839463,12.92165379,15.80051503,-0.650189932,-0.802859908,-1.148446827,-0.484202576,1.444040627,3,-3.798502207,3.844888926,-1.618394136
103,227,556663,2575150,27300000,0.329578348,13.22971531,14.76141834,17.12239726,-1.109941173,1.157626708,0.985763515,1.100441998,-0.467974833,0,6.361368656,-2.086253405,1.11662519
104,3443,223582,715046,13000000,0.4147859,12.31753352,13.48010216,16.38045992,-0.879992797,-0.165760271,-0.500621391,0.211023138,0.488335474,2,-1.129121065,2.164842129,-0.764887035
105,437,330886,2291485,17000000,0.296391177,12.70952918,14.64471064,16.6487239,-1.216075152,0.402944309,0.850377282,0.532612354,-0.909365286,0,3.065872908,-2.728744745,1.131441712
106,534,186854,901821,12000000,0.35124107,12.13808284,13.71217133,16.30041721,-1.046282483,-0.426106057,-0.231410618,0.115069626,-0.203230795,2,-1.670199156,0.345579118,0.611301005
107,1950,123286,389018,5813973.36,0.565235458,11.72226214,12.87138089,15.57577478,-0.570512896,-1.029375832,-1.206765669,-0.753616454,1.775401831,3,-4.192529678,4.214653969,-1.901458144
108,408,472018,1527542,13400000,0.327922148,13.0647724,14.23917047,16.41076526,-1.114979052,0.918328686,0.379932285,0.247352553,-0.488926383,2,3.205952883,-0.125592604,0.930782139
109,910,188519,1654432,4930194.61,0.381414234,12.14695408,14.31896831,15.41088902,-0.963869267,-0.413235732,0.4725014,-0.951278028,0.139509646,2,-2.69678092,-1.325816035,-2.243584156
110,187,267213,1187980,13100000,0.330220137,12.49580137,13.98776494,16.38812279,-1.107995765,0.09286949,0.088290475,0.220209229,-0.459884262,2,0.454809844,-0.610935748,0.327163696
111,3439,138312,368357,4787479.93,0.402942905,11.83726728,12.81680786,15.38151472,-0.908960401,-0.862527173,-1.27007287,-0.98649132,0.367864877,1,-5.095742226,2.096585751,-1.071177602
112,329,85090,296462,2922258.33,0.397340505,11.3514648,12.59967433,14.88786728,-0.92296167,-1.567326025,-1.521957613,-1.578265477,0.309636338,1,-6.548510551,2.323143959,-1.069943547
113,2038,204353,855545,7227574.64,0.312233435,12.22760417,13.65949397,15.79341408,-1.164004181,-0.29622914,-0.292518745,-0.492715044,-0.692812305,2,-2.696878433,-1.339160919,0.411663204
114,433,125476,448982,3751541.88,0.251362202,11.73986978,13.01473808,15.13767748,-1.380860344,-1.003830782,-1.040464834,-1.278798265,-1.594674659,1,-6.453452587,-0.352896035,0.396768421
115,328,66738,243719,2629337.38,0.384759002,11.10852978,12.4037712,14.78224243,-0.955138109,-1.919774448,-1.749214127,-1.704886323,0.175820823,1,-6.882727623,2.453892231,-0.96883744
116,409,362007,1281248,15000000,0.305228558,12.79941883,14.06334516,16.52356076,-1.186694413,0.533355576,0.175966955,0.382569415,-0.787176541,2,1.96207726,-0.750551224,1.200320005
117,234,482416,1589192,15100000,0.325900755,13.08656209,14.27873627,16.5302053,-1.121162375,0.949941019,0.425830412,0.390534753,-0.514641617,0,3.412914991,-0.294828951,0.90530324
118,873,37803,99209,1536288.09,0.473893745,10.54014374,11.50498401,14.24487973,-0.746772149,-2.74438495,-2.791848037,-2.349065399,1.042374081,1,-6.891800404,3.756317616,-1.583136201
119,417,188963,651190,8899682.59,0.483016568,12.14930651,13.38655674,16.00152617,-0.727704324,-0.409822841,-0.60913832,-0.243234654,1.121673438,3,-2.393630266,2.994065285,-1.619294167
120,2159,275960,1136818,18600000,0.358044839,12.52801121,13.94374369,16.73867214,-1.027097052,0.139599293,0.037223823,0.640440406,-0.123442342,2,1.140957594,0.677913427,-0.11198353
121,854,347562,2278936,23100000,0.30427159,12.75869835,14.63921923,16.95534318,-1.189834587,0.474278585,0.844006995,0.900181081,-0.800235908,0,4.134436131,-2.5261724,0.743801475
122,626,443283,2327917,34000000,0.326835161,13.00196367,14.66048443,17.34187108,-1.118299331,0.827206222,0.868675602,1.363542594,-0.502734777,0,6.117348671,-2.0362463,0.349425405
123,829,575244,6036105,22900000,0.301003357,13.26254958,15.61326949,16.94664747,-1.200633863,1.205262436,1.973949496,0.88975685,-0.845147984,0,6.601325989,-3.722962141,2.315008879
124,1955,203394,660500,8656286.41,0.674930657,12.22290026,13.4007524,15.97379637,-0.393145324,-0.303053534,-0.592670703,-0.276476557,2.513038859,3,-2.361780405,4.634669304,-2.516292095
125,3447,805826,4204032,52000000,0.324685507,13.59962312,15.25155462,17.76675428,-1.124898237,1.694286376,1.554343836,1.872883617,-0.530178333,0,8.43526268,-3.060156345,1.431932688
126,19,278429,2539527,12300000,0.291778606,12.53691837,14.7474884,16.32510982,-1.231759964,0.152521742,0.969604151,0.14467061,-0.97459535,2,1.894797206,-3.239751816,0.905514598
127,82,202434,1786040,14200000,0.28199723,12.21816919,14.39551144,16.46875252,-1.26585803,-0.309917347,0.561294904,0.316866456,-1.116402533,2,0.916759908,-3.00217104,1.700358868
128,415,502808,2124379,28800000,0.32584472,13.12796367,14.56899008,17.17588595,-1.121334332,1.010006136,0.762538003,1.164563107,-0.515356749,0,5.910748005,-1.823917627,0.781428695
129,8,375007,1980306,14800000,0.317986086,12.83469997,14.49876194,16.51013774,-1.145747652,0.584541213,0.681070168,0.366478181,-0.616886972,0,3.059421539,-1.483461738,0.59253037
130,838,685853,3487747,34900000,0.317645962,13.4384186,15.06476653,17.36799739,-1.146817842,1.460411984,1.337661171,1.394862257,-0.621337683,0,7.3433218,-2.971078873,1.384161592
131,426,280197,1265306,8539400.55,0.362020345,12.54324821,14.05082455,15.96020137,-1.016054868,0.161705026,0.161442476,-0.292773953,-0.077520059,2,-0.614995301,-0.38503179,-0.599166751
132,527,135833,605622,9913589.32,0.321858678,11.81918147,13.31401131,16.10941703,-1.133642717,-0.888765944,-0.693294309,-0.113897361,-0.566544915,2,-3.521431446,0.12681742,1.126199484
133,92,395342,2271595,22500000,0.313762909,12.88750649,14.63599279,16.92902587,-1.159117645,0.661152545,0.840264179,0.868632446,-0.672490159,0,4.516497612,-2.139424324,0.822744906
134,576,219889,886889,9797547.62,0.539718012,12.30087815,13.69547511,16.09764267,-0.616708476,-0.189923756,-0.25077899,-0.128012219,1.583283453,3,-1.896808386,3.550891876,-2.017268658
135,627,621852,3255887,46600000,0.333877873,13.3404574,14.9959753,17.6571111,-1.096980003,1.318290563,1.257860227,1.741445685,-0.414071863,0,7.909490585,-2.388841152,1.063107252
136,167,575369,2934929,39400000,0.339647757,13.26276685,14.89219382,17.48927637,-1.079846207,1.205577658,1.137469002,1.540248952,-0.342815756,0,7.409646034,-2.24527812,0.803170443
137,245,233940,784750,9099965.83,0.359779156,12.36281995,13.57312047,16.02378122,-1.022264891,-0.100059027,-0.39271592,-0.216555773,-0.103346328,2,-1.839702249,0.193098381,-0.206194863
138,1948,115092,358845,4713240.7,0.547710499,11.65348709,12.79064582,15.36588628,-0.602008417,-1.129154196,-1.300422019,-1.005226369,1.644418118,1,-4.640941143,4.12644577,-1.906862259
139,803,230802,739761,8913208.16,0.339191437,12.34931548,13.51408244,16.0030448,-1.081190619,-0.119651221,-0.461202719,-0.241414155,-0.348406904,2,-2.165118694,-0.245029777,0.101758592
140,65,119050,536632,5212051.58,0.333055897,11.68729885,13.19306785,15.46648411,-1.099444945,-1.080100324,-0.833594207,-0.884631801,-0.424323072,1,-5.317578316,0.624444127,0.117091954
141,153,156082,634587,9132651.56,0.340000685,11.95813679,13.36072967,16.02736663,-1.078807647,-0.687170535,-0.639098886,-0.212257651,-0.338496587,2,-3.305739164,0.2416967,0.883151889
142,230,576184,3133848,31000000,0.328370312,13.26418233,14.9577722,17.24949776,-1.113613308,1.207631227,1.213542898,1.252807403,-0.483246522,0,6.87971735,-2.527885437,1.020349145
143,185,111240,469142,4096469.97,0.500043751,11.61944531,13.05866077,15.22563618,-0.693059683,-1.178541772,-0.989512513,-1.173355233,1.26575372,1,-4.806788921,3.591732502,-1.829647183
144,720,654059,2530657,14200000,0.665818493,13.39095284,14.74398951,16.46875252,-0.406738178,1.391548994,0.965545279,0.316866456,2.456508837,3,0.146782368,4.259726524,-2.655521631
145,802,278028,1096347,13000000,0.712589123,12.53547711,13.9074943,16.38045992,-0.338850289,0.15043077,-0.004827111,0.211023138,2.738841284,3,-1.437510133,4.641386032,-2.637606144
146,608,376373,1033805,10300000,0.384671103,12.83833595,13.84875673,16.14765445,-0.955366587,0.589816268,-0.072965362,-0.068059146,0.174870626,2,-0.173392147,0.643791854,-1.121344209
147,650,878725,5528369,79500000,0.344384003,13.68622727,15.52540339,18.19126758,-1.065997955,1.819931079,1.872020833,2.381781222,-0.285223586,0,9.182073593,-2.799992561,1.593482137
148,342,104117,403820,2867776,0.36757848,11.55327055,12.90872451,14.86904737,-1.000818432,-1.274547655,-1.163445377,-1.600826379,-0.014154702,1,-6.358743191,1.439465284,-0.869597137
149,165,211512,1585559,10100000,0.33403986,12.26203701,14.27644758,16.12804598,-1.096494952,-0.24627421,0.423175434,-0.091565369,-0.412054629,2,-0.358394623,-1.653898001,0.0914426
150,837,1052256,5523162,70500000,0.310782128,13.86644699,15.52446108,18.07112327,-1.168663165,2.081392586,1.870927707,2.237754752,-0.712188107,0,8.973995209,-3.276533127,1.932493567
151,1947,128339,392088,4625830.35,0.558809975,11.76243048,12.87924158,15.34716645,-0.581945801,-0.971099883,-1.197646913,-1.027667305,1.727854616,3,-4.386853695,4.154367924,-2.031407833
152,368,352446,1190275,9786675.69,0.308577248,12.7726527,13.98969493,16.0965324,-1.175783068,0.494523462,0.090529347,-0.129343193,-0.741798392,2,0.49979037,-0.951660991,1.257339478
153,1978,112251,377841,7138779.22,0.453532936,11.62849271,12.84222875,15.78105234,-0.790687386,-1.165415858,-1.240583478,-0.507534035,0.859739204,1,-4.711627007,3.343245983,-0.805627465
154,544,198860,678920,7879210.41,0.429184475,12.20035634,13.42825858,15.87973826,-0.845868442,-0.335760103,-0.560762291,-0.389231441,0.630251989,3,-2.524013281,1.983475447,-1.544222355
155,432,250451,698147,6009171.6,0.335894681,12.43101857,13.45618496,15.60879746,-1.090957617,-0.001116945,-0.528366421,-0.714029559,-0.389025938,2,-3.021605015,-0.724720359,-0.660319149
156,642,333071,1414099,16500000,0.329258828,12.71611096,14.16200314,16.61887094,-1.110911125,0.412493102,0.290414683,0.496825251,-0.472008673,2,1.96459794,-0.564077616,0.470390707
157,727,275083,1768434,15400000,0.27217737,12.52482815,14.38560497,16.54987807,-1.30130133,0.134981336,0.54980295,0.41411805,-1.263804285,2,1.738699675,-2.840352058,1.714663148
158,237,339959,1226700,12700000,0.319273543,12.7365803,14.0198382,16.35711255,-1.141707042,0.44218988,0.125496901,0.18303481,-0.600082866,2,1.097948194,-0.631821215,0.87387085
159,1967,411714,1367278,7374583.73,0.558398741,12.92808421,14.12833246,15.81355002,-0.582681982,0.720022419,0.251355171,-0.468576509,1.724792983,3,-0.602610707,3.735709906,-2.646475315
160,379,273570,1190723,10900000,0.319881932,12.51931281,13.99007124,16.20427335,-1.139803314,0.12697972,0.090965887,-0.000185609,-0.592165635,2,0.011555605,-0.976360738,0.541558921
161,718,134702,661057,3512877.77,0.333720498,11.81082021,13.40159535,15.07194614,-1.097451467,-0.9008964,-0.591692849,-1.357595616,-0.41603259,1,-5.575438976,0.180258885,-0.401085943
162,366,785599,3403777,24800000,0.323470297,13.57420176,15.04039626,17.02635421,-1.128647987,1.657405252,1.30939055,0.985307614,-0.545772811,0,6.956939697,-3.427416563,1.257264972
163,614,346713,935748,7595432.19,0.444077724,12.75625263,13.74910149,15.8430576,-0.811755678,0.470730354,-0.188569961,-0.433203441,0.7721203,3,-1.314402223,1.614846826,-2.188516378
164,416,188462,567797,6274852.1,0.32565653,12.14665167,13.24951924,15.65206047,-1.121912041,-0.413674455,-0.768108034,-0.66216677,-0.517759331,2,-3.911771297,-0.480167359,0.057215534
165,353,408545,1939771,16600000,0.33775245,12.92035735,14.47808048,16.62491325,-1.085442049,0.708812335,0.657078744,0.50406865,-0.366087767,0,3.534023762,-0.94585228,0.416739345
166,1927,166398,540410,4232946.6,0.326918178,12.02213779,13.20008339,15.2584089,-1.118045361,-0.594318332,-0.825455862,-1.134067979,-0.501678564,1,-5.101852894,-0.10958346,-0.213056743
167,2105,195167,870836,8343138.16,0.299422285,12.18161088,13.67720895,15.93694998,-1.205900378,-0.362955881,-0.271968568,-0.320647228,-0.867050388,2,-2.523546934,-1.505004048,0.93168819
168,3442,190622,709331,16400000,0.455973494,12.15804769,13.47207755,16.61279189,-0.785320598,-0.397141197,-0.509930296,0.489537819,0.882058627,3,-1.270908952,2.926520348,-0.831885338
169,543,133294,444834,5304175.81,0.330562145,11.80031249,13.00545646,15.48400496,-1.106960603,-0.916140921,-1.051231933,-0.863628183,-0.455579226,1,-5.295842648,0.500591636,0.08991617
170,549,189001,715966,8982546.16,0.506687611,12.14950759,13.48138796,16.01079394,-0.679860618,-0.40953112,-0.4991298,-0.23212465,1.320646049,3,-2.317827702,3.282774687,-1.74078846
171,233,424929,2521093,32800000,0.310171461,12.95967738,14.7402031,17.30593907,-1.170630033,0.765857558,0.961152866,1.320468058,-0.720367927,0,5.824254036,-2.448363066,0.435656637
172,2063,87866,269880,3291059.29,0.540358709,11.38356821,12.50573269,15.00672004,-0.615522083,-1.520750626,-1.630934169,-1.435787283,1.588217426,1,-5.537876606,4.062103748,-1.880409598
173,716,291128,1643846,9696951.94,0.287972742,12.58151831,14.31254918,16.08732216,-1.244889448,0.217227029,0.465054919,-0.140384227,-1.029198305,2,0.569185078,-2.581925631,1.076352
174,287,259808,908301,5111923.02,0.319210723,12.46769818,13.7193311,15.44708622,-1.141903819,0.052097569,-0.223104962,-0.907885591,-0.600901224,2,-2.934684277,-1.657890439,-0.695206106
175,148,540222,3415904,27400000,0.276265648,13.19973545,15.04395273,17.12605357,-1.286392384,1.114132131,1.313516222,1.104825107,-1.201800896,0,5.83762455,-3.378814459,1.969061136
176,13,253327,1405932,11600000,0.320711611,12.44243642,14.15621099,16.26651566,-1.137212967,0.015447995,0.283695525,0.07442916,-0.581392887,2,0.172629684,-1.329162598,0.401830852
177,616,232246,642762,6728752.98,0.409776282,12.35555243,13.37352979,15.72190039,-0.892143923,-0.110602691,-0.624250164,-0.578444147,0.437801318,2,-2.59958601,1.30706346,-1.697859764
178,36,80857,392156,6791595.76,0.438551061,11.30043744,12.879415,15.73119649,-0.82427903,-1.641356159,-1.197445743,-0.567300182,0.720038129,1,-5.276894569,3.325014591,-0.425971448
179,69,489644,3842159,20100000,0.290693247,13.10143388,15.16154501,16.81623037,-1.235486703,0.9715169,1.449928597,0.733415583,-0.990094127,0,5.37267065,-3.411778927,2.045976877
180,388,204374,818700,8457908.71,0.31827894,12.22770693,13.615473,15.9506125,-1.144827111,-0.296080059,-0.343585075,-0.304268885,-0.613058624,2,-2.433344364,-0.922055721,0.590866446
181,724,308745,2227408,22700000,0.320041284,12.64027097,14.61634914,16.93787548,-1.13930528,0.302464978,0.817476654,0.879241178,-0.590094408,0,3.916042328,-2.437723637,0.255074143
182,351,122046,494932,4127564.9,0.313430287,11.7121533,13.11217566,15.23319818,-1.160178312,-1.044041662,-0.927432819,-1.164290066,-0.676901264,1,-5.783704281,0.276246786,0.004778302
183,1920,178446,1108249,10500000,0.30517129,12.09204131,13.91829185,16.16688582,-1.186882055,-0.492902785,0.007698534,-0.045004994,-0.787956905,2,-1.70276916,-1.661913037,1.308261871
184,2039,85717,314100,3610515.85,0.380730755,11.35880645,12.65746669,15.09936121,-0.965662833,-1.556674807,-1.454915856,-1.324730998,0.132050557,1,-6.432333946,2.13107729,-0.742713511
185,150,451824,2925815,19500000,0.260760494,13.021048,14.88908363,16.78592502,-1.344152941,0.854893636,1.133861043,0.697086169,-1.442015751,0,4.608859062,-3.556308508,2.101298094
186,385,235899,1104864,4798512.88,0.30640897,12.37115903,13.91523281,15.38381661,-1.182834566,-0.087960755,0.004149907,-0.983731861,-0.771124193,2,-2.718875408,-2.143234968,-0.515636861
187,548,268412,1069354,8476575.04,0.464992214,12.50027839,13.88256529,15.95281704,-0.765734618,0.09936472,-0.033745901,-0.301626134,0.963512886,3,-1.337374091,2.242204666,-2.087184191
188,717,123012,412298,2464198.75,0.337057737,11.72003719,12.92950167,14.71737726,-1.087501036,-1.032603771,-1.139342935,-1.782645315,-0.374650692,1,-6.507632732,0.78789556,-0.658392012
189,9,907693,5802788,66600000,0.327658963,13.71866149,15.57384905,18.01421514,-1.115781959,1.866986423,1.928219992,2.169534482,-0.492265519,0,8.967460632,-3.09464407,1.835817337
190,383,346192,1579238,17100000,0.292882081,12.75474881,14.27245301,16.65458902,-1.227985205,0.468548631,0.418541547,0.539643336,-0.958896866,2,2.507852316,-1.705912709,1.43883872